Reference,SiteID,Treatment,Treatment description,Latitude,Longitude,elevation_m,DataLevel,PubYear,StudyYear,Fertilizer_Type,Avg_Fert_N_Rate_kgNha,Land_Type,Country,Location,MeanPrec_mm,MeanTemp_c,Soil_Type_Pub,Soil_Type,Sand,Silt,Clay,soilC_perc,soilN_perc,pH,CEC,BD,Drainage,Precrop,Crop,Residues,soil_tillage,Irrigation,Liming,Study_Fertilizer_type,Fertilizer_additives,Appl_time,Appl_Mode,No_Appl,OMAD_applied,OMAD_Type,OMAD_Kg_N_ha,OMAD_CN,Total_kg_N_ha,N2OSampleMethod,Chamber_size_m3,chmbr_measurement_length_minutes,DM_crop_yield_t_ha,avg_Biomass_yield_t_ha
AC0116,East Lothian,Ammonium nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.15,NA
AC0116,East Lothian,Ammonium nitrate 160 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,160,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,9.203333333,NA
AC0116,East Lothian,Ammonium nitrate 200 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,200,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,9.3,NA
AC0116,East Lothian,Ammonium nitrate 40 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,40,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.986666667,NA
AC0116,East Lothian,Ammonium nitrate 80 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,80,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.376666667,NA
AC0116,East Lothian,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,1.463333333,NA
AC0116,East Lothian,Urea 107 kg N ha and dicyandiamide 13 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.463333333,NA
AC0116,East Lothian,Urea 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,12.7,1.26,NA,6.3,NA,1.36,NA,NA,Spring barley,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.626666667,NA
AC0116,Herefordshire,Ammonium nitrate  240 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.66666667,NA
AC0116,Herefordshire,Ammonium nitrate 120 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,120,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,9.966666667,NA
AC0116,Herefordshire,Ammonium nitrate 180 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,180,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.1,NA
AC0116,Herefordshire,Ammonium nitrate 220 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.16666667,NA
AC0116,Herefordshire,Ammonium nitrate 240 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,11.5,NA
AC0116,Herefordshire,Ammonium nitrate 300 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,300,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,12.4,NA
AC0116,Herefordshire,Ammonium nitrate 60 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,60,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.3,NA
AC0116,Herefordshire,Broiler litter,NA,NA,NA,NA,NA,NA,2013,NA,217,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.306666667,NA
AC0116,Herefordshire,Broiler litter,NA,NA,NA,NA,NA,NA,2012,NA,217,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.306666667,NA
AC0116,Herefordshire,Cattle FYM,NA,NA,NA,NA,NA,NA,2012,NA,214,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.103333333,NA
AC0116,Herefordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2013,NA,95,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.811666667,NA
AC0116,Herefordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,95,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.811666667,NA
AC0116,Herefordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2013,NA,95,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.811666667,NA
AC0116,Herefordshire,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,95,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.811666667,NA
AC0116,Herefordshire,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,23,0.766666667,NA,6.5,NA,1.444444444,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.3575,NA
AC0116,Herefordshire,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,23,0.766666667,NA,6.5,NA,1.444444444,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.3575,NA
AC0116,Herefordshire,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,23,0.766666667,NA,6.5,NA,1.444444444,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.3575,NA
AC0116,Herefordshire,Dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,20,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.856666667,NA
AC0116,Herefordshire,Layer manure,NA,NA,NA,NA,NA,NA,2012,NA,116.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.515,NA
AC0116,Herefordshire,Layer manure,NA,NA,NA,NA,NA,NA,2013,NA,116.5,NA,NA,NA,NA,NA,Sandy clay loam,NA,NA,NA,24,0.65,NA,6.5,NA,1.546666667,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.515,NA
AC0116,Herefordshire,Urea 220 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,11.13333333,NA
AC0116,Herefordshire,Urea 240 kg N ha,NA,NA,NA,NA,NA,NA,2011,NA,240,NA,NA,NA,NA,NA,Clay loam,NA,NA,NA,21,1,NA,6.5,NA,1.24,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.96666667,NA
AC0116,Midlothian,Cattle FYM,NA,NA,NA,NA,NA,NA,2012,NA,175,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.03,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.363333333,NA
AC0116,Midlothian,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,56.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.940833333,NA
AC0116,Midlothian,Cattle slurry,NA,NA,NA,NA,NA,NA,2013,NA,56.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.940833333,NA
AC0116,Midlothian,Cattle slurry,NA,NA,NA,NA,NA,NA,2013,NA,56.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.940833333,NA
AC0116,Midlothian,Cattle slurry,NA,NA,NA,NA,NA,NA,2012,NA,56.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.940833333,NA
AC0116,Midlothian,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.063333333,NA
AC0116,Midlothian,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,2.063333333,NA
AC0116,Midlothian,Layer manure,NA,NA,NA,NA,NA,NA,2013,NA,236,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.983333333,NA
AC0116,Midlothian,Layer manure,NA,NA,NA,NA,NA,NA,2012,NA,236,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.983333333,NA
AC0116,Midlothian,Poultry litter,NA,NA,NA,NA,NA,NA,2013,NA,131,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.211666667,NA
AC0116,Midlothian,Poultry litter,NA,NA,NA,NA,NA,NA,2012,NA,131,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,25,3.27,NA,6,NA,1.05,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.211666667,NA
AC0116,Norfolk,Broiler litter,NA,NA,NA,NA,NA,NA,2011,NA,261,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.45,NA
AC0116,Norfolk,Broiler litter,NA,NA,NA,NA,NA,NA,2012,NA,261,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.45,NA
AC0116,Norfolk,Control,NA,NA,NA,NA,NA,NA,2012,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.24,NA
AC0116,Norfolk,Control,NA,NA,NA,NA,NA,NA,2011,NA,0,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.24,NA
AC0116,Norfolk,Layer manure,NA,NA,NA,NA,NA,NA,2012,NA,246.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.246666667,NA
AC0116,Norfolk,Layer manure,NA,NA,NA,NA,NA,NA,2011,NA,246.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.246666667,NA
AC0116,Norfolk,Pig FYM,NA,NA,NA,NA,NA,NA,2012,NA,260.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.018333333,NA
AC0116,Norfolk,Pig FYM,NA,NA,NA,NA,NA,NA,2011,NA,260.5,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.018333333,NA
AC0116,Norfolk,Pig slurry,NA,NA,NA,NA,NA,NA,2011,NA,110,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.2325,NA
AC0116,Norfolk,Pig slurry,NA,NA,NA,NA,NA,NA,2011,NA,110,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Autumn,trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.2325,NA
AC0116,Norfolk,Pig slurry,NA,NA,NA,NA,NA,NA,2012,NA,110,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,trailing hose,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.2325,NA
AC0116,Norfolk,Pig slurry,NA,NA,NA,NA,NA,NA,2012,NA,110,NA,NA,NA,NA,NA,Sandy loam,NA,NA,NA,11,1.3,NA,6.7,NA,1.455,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,Surface broadcast,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.2325,NA
AC0116,Warwickshire,Ammonium nitrate 160 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,160,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.303333333,NA
AC0116,Warwickshire,Ammonium nitrate 240 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,240,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.816666667,NA
AC0116,Warwickshire,Ammonium nitrate 294 kg N ha and dicyandiamide 26 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,9.28,NA
AC0116,Warwickshire,Ammonium nitrate 320 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,9.105,NA
AC0116,Warwickshire,Ammonium nitrate 400 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,400,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,9.46,NA
AC0116,Warwickshire,Ammonium nitrate 80 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,80,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,4.446666667,NA
AC0116,Warwickshire,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,58.375,4.805,NA,7.6,NA,0.89,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.043333333,NA
AC0116,Warwickshire,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,58.375,4.805,NA,7.6,NA,0.89,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.043333333,NA
AC0116,Warwickshire,Control,NA,NA,NA,NA,NA,NA,2013,NA,0,NA,NA,NA,NA,NA,Clay,NA,NA,NA,58.375,4.805,NA,7.6,NA,0.89,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,3.043333333,NA
AC0116,Warwickshire,Dung,NA,NA,NA,NA,NA,NA,2013,NA,792.6666667,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.717777778,NA
AC0116,Warwickshire,Dung,NA,NA,NA,NA,NA,NA,2013,NA,792.6666667,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.717777778,NA
AC0116,Warwickshire,Dung,NA,NA,NA,NA,NA,NA,2013,NA,792.6666667,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,6.717777778,NA
AC0116,Warwickshire,Synthetic urine,NA,NA,NA,NA,NA,NA,2013,NA,497,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.11888889,NA
AC0116,Warwickshire,Synthetic urine,NA,NA,NA,NA,NA,NA,2013,NA,497,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.11888889,NA
AC0116,Warwickshire,Synthetic urine,NA,NA,NA,NA,NA,NA,2013,NA,497,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.11888889,NA
AC0116,Warwickshire,Urea 294 kg N ha and dicyandiamide 26 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.946666667,NA
AC0116,Warwickshire,Urea 320 kg N ha,NA,NA,NA,NA,NA,NA,2013,NA,320,NA,NA,NA,NA,NA,Clay,NA,NA,NA,56.5,4.7,NA,7.6,NA,0.86,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,8.843333333,NA
AC0116,Warwickshire,Urine,NA,NA,NA,NA,NA,NA,2013,NA,488.3333333,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.02888889,NA
AC0116,Warwickshire,Urine,NA,NA,NA,NA,NA,NA,2013,NA,488.3333333,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.02888889,NA
AC0116,Warwickshire,Urine,NA,NA,NA,NA,NA,NA,2013,NA,488.3333333,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.02888889,NA
AC0116,Warwickshire,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2013,NA,495,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Autumn,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.84555556,NA
AC0116,Warwickshire,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2013,NA,495,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Summer,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.84555556,NA
AC0116,Warwickshire,Urine and dicyandiamide,NA,NA,NA,NA,NA,NA,2013,NA,495,NA,NA,NA,NA,NA,Clay,NA,NA,NA,59,4.84,NA,7.6,NA,0.9,NA,NA,Grassland,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,10.84555556,NA
AC0213,Cambridgeshire,Ammonium nitrate 180 kg N ha and dicyandiamide 20 kg N ha,NA,NA,NA,NA,NA,NA,2012,NA,200,NA,NA,NA,NA,NA,Clay,NA,NA,NA,39.7,2.1,NA,7.1,NA,1.26,NA,NA,Winter wheat,NA,NA,NA,NA,NA,NA,Spring,NA,NA,NA,NA,NA,NA,NA,Chamber,0.48,40,7.833333333,NA
